-7.2949	0
-6.8506	0
-6.3770	0
-5.8838	0
-5.3613	0
-4.8242	0
-4.2627	0
-3.6865	0
-3.0957	0
-2.4951	0
-1.8799	0
-1.2598	0
-0.6348	0
-0.0049	0
0.6201	0
1.2451	0
1.8652	0
2.4805	0
3.0811	0
3.6719	0
4.2480	0
4.8096	0
5.3467	0
5.8691	0
6.3623	0
6.8359	0
7.2803	0
7.6953	0
8.0811	0
8.4326	0
8.7500	0
9.0381	0
9.2871	0
9.4971	0
9.6729	0
9.8096	0
9.9072	0
9.9658	0
9.9854	0
9.9658	0
9.9072	0
9.8096	0
9.6729	0
9.4971	0
9.2871	0
9.0381	0
8.7500	0
8.4326	0
8.0811	0
7.6953	0
7.2803	0
6.8359	0
6.3623	0
5.8691	0
5.3467	0
4.8096	0
4.2480	0
3.6719	0
3.0811	0
2.4805	0
1.8652	0
1.2451	0
0.6201	0
-0.0049	0
-0.6348	0
-1.2598	0
-1.8799	0
-2.4951	0
-3.0957	0
-3.6865	0
-4.2627	0
-4.8242	0
-5.3613	0
-5.8838	0
-6.3770	0
-6.8506	0
-7.2949	0
-7.7100	0
-8.0957	0
-8.4473	0
-8.7646	0
-9.0527	0
-9.3018	0
-9.5117	0
-9.6875	0
-9.8242	0
-9.9219	0
-9.9805	0
-10.000	0
-9.9805	0
-9.9219	0
-9.8242	0
-9.6875	0
-9.5117	0
-9.3018	0
-9.0527	0
-8.7646	0
-8.4473	0
-8.0957	0
-7.7100	0
-7.2949	0
-6.8506	0
-6.3770	0
-5.8838	0
-5.3613	0
-4.8242	0
-4.2627	0
-3.6865	0
-3.0957	0
-2.4951	0
-1.8799	0
-1.2598	0
-0.6348	0
-0.0049	0
0.6201	0
1.2451	0
1.8652	0
2.4805	0
3.0811	0
3.6719	0
4.2480	0
4.8096	0
5.3467	0
5.8691	0
6.3623	0
6.8359	0
7.2803	0
7.6953	0
8.0811	0
8.4326	0
8.7500	0
9.0381	0
9.2871	0
9.4971	0
9.6729	0
9.8096	0
9.9072	0
9.9658	0
9.9854	0
9.9658	0
9.9072	0
9.8096	0
9.6729	0
9.4971	0
9.2871	0
9.0381	0
8.7500	0
8.4326	0
8.0811	0
7.6953	0
7.2803	0
6.8359	0
6.3623	0
5.8691	0
5.3467	0
4.8096	0
4.2480	0
3.6719	0
3.0811	0
2.4805	0
1.8652	0
1.2451	0
0.6201	0
-0.0049	0
-0.6348	0
-1.2598	0
-1.8799	0
-2.4951	0
-3.0957	0
-3.6865	0
-4.2627	0
-4.8242	0
-5.3613	0
-5.8838	0
-6.3770	0
-6.8506	0
-7.2949	0
-7.7100	0
-8.0957	0
-8.4473	0
-8.7646	0
-9.0527	0
-9.3018	0
-9.5117	0
-9.6875	0
-9.8242	0
-9.9219	0
-9.9805	0
-10.000	0
-9.9805	0
-9.9219	0
-9.8242	0
-9.6875	0
-9.5117	0
-9.3018	0
-9.0527	0
-8.7646	0
-8.4473	0
-8.0957	0
-7.7100	0
-7.2949	0
-6.8506	0
-6.3770	0
-5.8838	0
-5.3613	0
-4.8242	0
-4.2627	0
-3.6865	0
-3.0957	0
-2.4951	0
-1.8799	0
-1.2598	0
-0.6348	0
-0.0049	0
0.6201	0
1.2451	0
1.8652	0
2.4805	0
3.0811	0
3.6719	0
4.2480	0
4.8096	0
5.3467	0
5.8691	0
6.3623	0
6.8359	0
7.2803	0
7.6953	0
8.0811	0
8.4326	0
8.7500	0
9.0381	0
9.2871	0
9.4971	0
9.6729	0
9.8096	0
9.9072	0
9.9658	0
9.9854	0
9.9658	0
9.9072	0
9.8096	0
9.6729	0
9.4971	0
9.2871	0
9.0381	0
8.7500	0
8.4326	0
8.0811	0
7.6953	0
7.2803	0
6.8359	0
6.3623	0
5.8691	0
5.3467	0
4.8096	0
4.2480	0
3.6719	0
3.0811	0
2.4805	0
1.8652	0
1.2451	0
0.6201	0
-0.0049	0
-0.6348	0
-1.2598	0
